farm_id,production,species,county,H_i,x,y
1926,broiler_2,chicken,Fulton,0,412765.063768507,4624355.623774
1927,broiler_2,chicken,Allegheny,0,465035.106376998,4677429.74172698
1928,broiler_2,chicken,Blair,0,394022.20994441,4672087.02553139
1929,conventional,duck,Lancaster,0,424668.537426014,4687579.13366947
193,broiler_2,chicken,Fulton,0,406219.321119427,4667098.6812695
1930,conventional,duck,Allegheny,0,456049.889109111,4661185.65896796
1931,conventional,duck,Fulton,0,411287.898918226,4674011.25472957
1932,broiler_2,chicken,Blair,0,394722.184674518,4672850.02244878
1933,conventional,duck,Allegheny,0,461753.332321398,4673115.90074804
1934,conventional,duck,Lancaster,0,445671.394920137,4682043.72276774
1935,broiler_2,chicken,Blair,0,398002.720548938,4638387.46527202
1936,broiler_2,chicken,Fulton,0,430417.634699788,4623775.97283778
1937,broiler_2,chicken,Lancaster,0,424102.021520102,4694745.61461978
1938,conventional,duck,Blair,0,400958.436535324,4653340.09668871
1939,conventional,duck,Indiana,0,463728.309682026,4689083.51018359
194,organic,duck,Fulton,0,412693.801799912,4642195.08850601
1940,conventional,duck,Blair,0,409332.28939906,4642628.81597255
1941,organic,duck,Fulton,0,414302.581009455,4623183.61179188
1942,conventional,duck,Blair,0,400663.493504606,4674540.42591592
1943,broiler_1,chicken,Allegheny,0,456994.418910395,4661729.85764948
1944,organic,duck,Allegheny,0,455790.969480558,4659666.88327709
1945,conventional,duck,Blair,0,399691.734361375,4656390.80162811
1946,organic,duck,Lancaster,0,422160.455366235,4683148.25259598
1947,broiler_2,chicken,Allegheny,0,459919.699245798,4653901.90350323
1948,broiler_1,chicken,Blair,0,394041.301069848,4665467.98356751
1949,organic,duck,Fulton,0,417232.465400427,4673634.97896757
195,broiler_1,chicken,Fulton,0,412862.237094939,4662379.80463691
1950,broiler_2,chicken,Lancaster,0,434160.566524645,4681160.75493739
1951,conventional,duck,Allegheny,0,461296.46856386,4666090.12629431
1952,broiler_1,chicken,Fulton,0,432896.850306326,4637987.12936364
1953,broiler_2,chicken,Allegheny,0,457939.9976257,4682847.3428318
1954,broiler_2,chicken,Fulton,0,436130.827976355,4633879.37537124
1955,broiler_2,chicken,Fulton,0,432792.369804882,4636540.27910098
1956,broiler_2,chicken,Fulton,0,410241.247627184,4675835.7167522
1957,broiler_2,chicken,Allegheny,0,467498.634713167,4674739.62656643
1958,conventional,duck,Indiana,0,455042.663833998,4686262.82608608
1959,broiler_1,chicken,Fulton,0,411152.447868967,4634599.1822415
196,broiler_2,chicken,Allegheny,0,441485.411491161,4650379.80510579
1960,conventional,duck,Susquehanna,0,449346.838826865,4631929.40322297
1961,conventional,duck,Blair,0,398426.776806972,4656238.03026376
1962,conventional,duck,Lancaster,0,445229.666206882,4690852.87423787
1963,conventional,duck,Lancaster,0,431961.198708959,4687752.20910253
1964,conventional,duck,Allegheny,0,460479.306755459,4684416.76634349
1965,conventional,duck,Blair,0,394286.448462078,4660451.37204861
1966,broiler_2,chicken,Fulton,0,431347.595110606,4638960.13089075
1967,broiler_2,chicken,Blair,0,404002.872896675,4671125.80937808
1968,broiler_1,chicken,Blair,0,402752.360907384,4680627.56551296
1969,conventional,duck,Fulton,0,419404.011608197,4621432.13836731
197,conventional,duck,Fulton,0,416237.577903861,4650171.24698936
1970,broiler_2,chicken,Allegheny,0,455112.198416143,4670097.6875009
1971,conventional,duck,Lancaster,0,440776.781917558,4685077.95933699
1972,broiler_2,chicken,Fulton,0,405603.692800112,4669899.36566093
1973,conventional,duck,Lancaster,0,406105.618461752,4682459.12603952
1974,organic,duck,Blair,0,397103.397351271,4676601.09962866
1975,broiler_2,chicken,Lancaster,0,410616.33525177,4688120.53146452
1976,broiler_2,chicken,Allegheny,0,449563.336563666,4658650.12591587
1977,broiler_2,chicken,Blair,0,406873.853571078,4630094.1609431
1978,conventional,duck,Fulton,0,416303.644770053,4626507.84847859
1979,broiler_2,chicken,Blair,0,395525.633247084,4647624.78051316
198,conventional,duck,Fulton,0,432387.375535746,4657769.22485969
1980,broiler_2,chicken,Lancaster,0,428701.252759476,4692930.81409448
1981,broiler_2,chicken,Blair,0,402989.814284983,4678644.05952806
1982,broiler_1,chicken,Lancaster,0,430439.51037389,4692392.45051879
1983,conventional,duck,Allegheny,0,442539.423873318,4640876.12120151
1984,conventional,duck,Allegheny,0,464711.257356884,4665891.74847825
1985,organic,duck,Blair,0,399923.149525224,4677112.04551713
1986,conventional,duck,Blair,0,392733.102604537,4664119.92073291
1987,conventional,duck,Lancaster,0,408205.328494384,4690424.78868277
1988,conventional,duck,Allegheny,0,446452.978599404,4642989.69384276
1989,broiler_2,chicken,Blair,0,401368.050086689,4653900.14055801
199,broiler_2,chicken,Fulton,0,411443.804718988,4663112.61724162
1990,broiler_1,chicken,Lancaster,0,407957.748002381,4688427.94743946
1991,broiler_2,chicken,Blair,1,406297.581846129,4659972.28117523
1992,conventional,duck,Allegheny,1,452221.303157081,4657652.01124547
1993,broiler_1,chicken,Fulton,1,407022.862669406,4674076.46439814
1994,organic,duck,Allegheny,0,459534.528365453,4667519.24558887
1995,conventional,duck,Allegheny,0,459065.759024865,4676786.40154385
1996,broiler_2,chicken,Lancaster,0,446961.841241118,4691766.17053098
1997,conventional,duck,Lancaster,0,409603.988365865,4690394.86723812
1998,broiler_1,chicken,Lancaster,1,411470.09513842,4690253.40213897
1999,conventional,duck,Allegheny,0,440344.854893788,4638225.92423514
2,broiler_2,chicken,Allegheny,0,437886.164923934,4642867.26168917
20,conventional,duck,Fulton,0,440120.101581146,4673067.60326983
200,broiler_1,chicken,Fulton,0,416754.792341894,4640430.43403467
2000,conventional,duck,Fulton,1,438986.553100008,4627499.59116276
2001,broiler_2,chicken,Allegheny,0,453852.161842799,4647410.22902758
2002,organic,duck,Allegheny,1,457256.286446927,4676988.34688564
2003,conventional,duck,Lancaster,0,413876.906633849,4691066.88887159
2004,conventional,duck,Fulton,0,412642.802201887,4679063.98939068
2005,conventional,duck,Allegheny,1,464779.090311199,4667313.20044994
2006,organic,duck,Indiana,0,455724.160859631,4689207.70027099
2007,conventional,duck,Fulton,1,414471.204979259,4677159.96026712
2008,conventional,duck,Susquehanna,0,444522.894826945,4632592.91769615
2009,organic,duck,Allegheny,1,462623.809041083,4685332.08077965
201,conventional,duck,Fulton,1,426621.627700727,4677263.51215422
2010,conventional,duck,Fulton,1,406139.172442358,4670692.30745322
2011,organic,duck,Indiana,0,465651.665511445,4682833.07997781
2012,conventional,duck,Allegheny,0,466813.302569363,4679560.57484
2013,broiler_2,chicken,Blair,1,403392.210322361,4680249.61186914
2014,broiler_2,chicken,Blair,0,401680.868827202,4679540.18319232
2015,broiler_1,chicken,Blair,0,394792.620237671,4660644.6170496
2016,conventional,duck,Allegheny,1,457906.533474587,4677350.77569692
2017,conventional,duck,Fulton,0,435098.924689748,4626929.58054005
2018,organic,duck,Blair,0,395030.098901108,4657053.21183968
2019,broiler_2,chicken,Lancaster,0,410229.814658861,4693133.90323513
202,broiler_2,chicken,Fulton,0,418438.563807474,4681926.44520568
2020,broiler_2,chicken,Allegheny,0,465313.270893121,4671874.65764594
2021,conventional,duck,Blair,0,401351.333259699,4644934.2271665
2022,conventional,duck,Indiana,0,465699.748345969,4682263.63139032
2023,broiler_1,chicken,Fulton,0,441979.940193569,4633378.77058941
2024,conventional,duck,Indiana,0,458631.720348309,4690925.12752854
2025,broiler_2,chicken,Indiana,0,462295.377656418,4690828.68243596
2026,broiler_2,chicken,Fulton,0,428943.752501508,4626626.35222197
2027,broiler_2,chicken,Fulton,0,411275.94803128,4623412.7910976
2028,conventional,duck,Allegheny,0,464719.8091319,4668411.20067308
2029,broiler_1,chicken,Blair,0,408999.721996081,4631648.00837675
203,conventional,duck,Fulton,0,431113.096096323,4655251.90764472
2030,organic,duck,Lancaster,0,438434.196631862,4691645.90965826
2031,broiler_2,chicken,Fulton,0,415800.18600381,4625323.57405811
2032,conventional,duck,Susquehanna,1,444716.723804632,4630540.29368302
2033,layer,chicken,Fulton,0,415115.685531509,4627322.2571063
2034,broiler_2,chicken,Susquehanna,0,446674.623614449,4636629.33489667
2035,layer,chicken,Blair,0,402734.022788559,4652993.8715118
2036,organic,duck,Fulton,1,408406.547831436,4668813.91821481
2037,conventional,duck,Fulton,1,421867.786997635,4622390.7983847
2038,conventional,duck,Fulton,0,435329.858483284,4635875.25595198
2039,broiler_1,chicken,Blair,0,397581.688206055,4676277.58582659
204,conventional,duck,Fulton,1,410855.486464399,4662641.73513971
2040,broiler_1,chicken,Fulton,0,428181.220250521,4625034.15607609
2041,conventional,duck,Blair,0,395564.402407024,4671151.58665516
2042,organic,duck,Fulton,0,437353.521129196,4632104.34789917
2043,conventional,duck,Fulton,1,426977.076335185,4633943.87486151
2044,broiler_2,chicken,Fulton,1,427056.724855929,4630569.89430183
2045,broiler_2,chicken,Lancaster,0,426458.522324503,4684758.21160599
2046,organic,duck,Allegheny,0,450430.383855898,4642648.62345093
2047,broiler_2,chicken,Fulton,1,423448.169807181,4631149.50578137
2048,broiler_2,chicken,Lancaster,0,438050.468782637,4684882.40656357
2049,conventional,duck,Fulton,1,437900.344714044,4628781.02243484
205,conventional,duck,Fulton,0,433214.128633563,4657556.58543273
2050,organic,duck,Lancaster,0,408218.61856209,4685161.56678429
2051,broiler_1,chicken,Fulton,0,409911.476371023,4681976.47540135
2052,broiler_2,chicken,Blair,0,391946.284349594,4662264.71935862
2053,conventional,duck,Lancaster,0,427609.170306271,4686623.33763181
2054,layer,chicken,Fulton,0,410275.349257182,4638980.19082981
2055,conventional,duck,Allegheny,1,448997.807973589,4656937.62733014
2056,conventional,duck,Allegheny,0,450153.064079621,4646425.53714627
2057,conventional,duck,Susquehanna,0,449100.453678184,4633878.80200252
2058,conventional,duck,Lancaster,0,420388.357924921,4683657.67320487
2059,conventional,duck,Blair,0,403627.369269444,4642364.28981831
206,conventional,duck,Fulton,0,411033.843726892,4652669.55649419
2060,conventional,duck,Fulton,0,430534.461860415,4636289.73491669
2061,broiler_2,chicken,Lancaster,0,453548.579413416,4690761.15273053
2062,broiler_1,chicken,Fulton,0,415008.847890506,4625769.3191963
2063,conventional,duck,Fulton,0,435958.972500837,4636428.18888467
2064,broiler_2,chicken,Blair,1,404688.171071009,4663011.94863832
2065,broiler_2,chicken,Fulton,0,414096.435615161,4627577.1829772
2066,organic,duck,Allegheny,1,460339.432016217,4656211.35703483
2067,broiler_2,chicken,Fulton,1,430448.778599708,4631239.90989244
2068,organic,duck,Allegheny,1,454812.317287297,4677079.066762
2069,organic,duck,Blair,0,402493.365852362,4641100.84238622
207,layer,chicken,Fulton,0,424564.122776988,4638489.94809607
2070,broiler_2,chicken,Lancaster,1,407384.839674594,4680383.30783443
2071,conventional,duck,Susquehanna,1,446004.056166426,4637485.06783574
2072,conventional,duck,Fulton,0,437625.51919708,4627450.46662873
2073,conventional,duck,Allegheny,0,460138.256472907,4677923.71272953
2074,layer,chicken,Susquehanna,0,449222.683812058,4631682.68315613
2075,conventional,duck,Blair,0,396986.576345012,4667208.65956893
2076,broiler_2,chicken,Lancaster,0,424294.602054582,4687034.51929485
2077,conventional,duck,Fulton,0,425080.238480265,4627897.48058923
2078,conventional,duck,Fulton,0,430966.716151187,4628618.18879124
2079,organic,duck,Lancaster,1,421313.992254708,4690601.33007553
208,conventional,duck,Allegheny,0,439781.54194693,4656650.39432806
2080,broiler_2,chicken,Blair,0,403458.379875129,4660290.37540475
2081,conventional,duck,Allegheny,0,455088.847774879,4641392.4687938
2082,layer,chicken,Blair,0,403771.392451376,4660456.93496486
2083,conventional,duck,Lancaster,0,452084.331285302,4694551.81065664
2084,conventional,duck,Lancaster,1,408855.863276623,4691632.68084582
2085,conventional,duck,Lancaster,0,418653.946090722,4686215.74727599
2086,broiler_1,chicken,Blair,0,399903.43243752,4671280.71173254
2087,broiler_1,chicken,Allegheny,0,462870.564974121,4665213.59145472
2088,broiler_2,chicken,Indiana,1,455273.997623355,4693272.08235794
2089,layer,chicken,Susquehanna,0,444419.213987892,4633801.19590043
209,broiler_2,chicken,Fulton,0,425114.868318261,4657245.28748787
2090,conventional,duck,Susquehanna,1,443091.305112515,4627964.41576672
2091,conventional,duck,Allegheny,0,453030.510102096,4662714.80335757
2092,conventional,duck,Allegheny,1,460911.130793049,4681796.98492876
2093,conventional,duck,Allegheny,0,453325.314349215,4650268.88818309
2094,broiler_1,chicken,Allegheny,0,449334.267812117,4653443.15529053
2095,conventional,duck,Blair,0,400033.673911102,4639961.5413196
2096,organic,duck,Fulton,0,426740.238140599,4623208.56515874
2097,organic,duck,Fulton,0,420064.223077506,4626978.88254082
2098,conventional,duck,Allegheny,0,461843.8806487,4662517.82320607
2099,layer,chicken,Allegheny,0,445981.017010134,4647503.29159495
21,broiler_2,chicken,Fulton,0,425658.402285226,4648967.65316886
210,conventional,duck,Fulton,0,435319.575694157,4676118.03843639
2100,broiler_1,chicken,Indiana,0,464215.969192835,4686616.19504979
2101,broiler_1,chicken,Fulton,0,423419.055705693,4629996.28356053
2102,broiler_2,chicken,Blair,1,402406.610969266,4666621.96179984
2103,organic,duck,Fulton,0,439307.500633616,4627082.77513765
2104,organic,duck,Fulton,0,440711.920290005,4629388.58364668
2105,conventional,duck,Blair,0,403787.778222603,4632810.55332901
2106,broiler_2,chicken,Fulton,0,423333.111551837,4624749.83990732
2107,organic,duck,Lancaster,0,436307.027800375,4682601.81086867
2108,organic,duck,Allegheny,0,461970.742593119,4660336.34493234
2109,conventional,duck,Susquehanna,0,453907.496933408,4635879.80846717
211,broiler_1,chicken,Fulton,0,416012.966095284,4636568.62945525
2110,conventional,duck,Blair,1,402676.865609906,4647306.13112535
2111,conventional,duck,Blair,0,396730.18973458,4653606.10328675
2112,broiler_1,chicken,Lancaster,0,450318.53875732,4694113.60595458
2113,conventional,duck,Blair,0,400947.022552654,4644835.28450198
2114,broiler_2,chicken,Lancaster,1,446547.44263237,4690398.386919
2115,conventional,duck,Allegheny,0,451416.801929586,4650346.61297845
2116,organic,duck,Blair,0,394027.863611888,4672270.27397584
2117,broiler_2,chicken,Susquehanna,0,452847.213048776,4637338.16578803
2118,organic,duck,Lancaster,0,403064.267935548,4687200.37273603
2119,conventional,duck,Fulton,0,406100.141540052,4627175.54353166
212,broiler_2,chicken,Fulton,0,426780.598851341,4678593.2065203
2120,conventional,duck,Blair,0,401168.509757862,4651676.02189391
2121,broiler_1,chicken,Allegheny,0,456259.721244146,4669608.06464874
2122,conventional,duck,Blair,0,399608.534867145,4650172.23445637
2123,conventional,duck,Lancaster,0,429483.21762404,4680885.97260145
2124,conventional,duck,Lancaster,0,449493.06571444,4684428.82040851
2125,layer,chicken,Blair,0,399535.920756911,4670642.17228887
2126,organic,duck,Fulton,0,415037.952197786,4634665.99188465
2127,organic,duck,Blair,0,403953.836572545,4657705.94363128
2128,conventional,duck,Blair,0,393203.045814924,4667981.75105379
2129,broiler_1,chicken,Lancaster,0,445488.611730438,4683713.80362514
213,broiler_2,chicken,Fulton,1,430911.012447395,4664379.42237798
2130,conventional,duck,Blair,0,392227.694579663,4667576.84408091
2131,broiler_2,chicken,Blair,0,398030.594179423,4667338.67211839
2132,conventional,duck,Fulton,0,418170.230943955,4628145.08793808
2133,conventional,duck,Allegheny,0,447174.657842158,4643018.18120059
2134,broiler_2,chicken,Fulton,1,422674.046251628,4621721.02032159
2135,conventional,duck,Allegheny,0,459346.802760217,4668560.10170084
2136,broiler_1,chicken,Allegheny,0,442322.94555973,4635561.50779766
2137,conventional,duck,Lancaster,0,413534.316799928,4686089.50363517
2138,organic,duck,Allegheny,0,454859.411747745,4649802.3609821
2139,conventional,duck,Lancaster,0,451272.966957421,4694169.02679976
214,conventional,duck,Fulton,0,422164.552753118,4634313.21810449
2140,conventional,duck,Allegheny,0,458148.102283667,4656337.5562509
2141,broiler_2,chicken,Fulton,0,434341.7833824,4632806.83296086
2142,broiler_1,chicken,Blair,0,395657.470162411,4672091.50491701
2143,organic,duck,Allegheny,0,440127.024737825,4637070.73328561
2144,broiler_2,chicken,Fulton,0,430859.212959359,4634360.98530595
2145,broiler_2,chicken,Fulton,0,413930.921214483,4624349.94308554
2146,broiler_1,chicken,Lancaster,0,439906.062378427,4681299.79436259
2147,broiler_2,chicken,Allegheny,0,454458.693929071,4661849.03228898
2148,broiler_2,chicken,Blair,1,409153.129822421,4630956.67803911
2149,broiler_2,chicken,Lancaster,1,438002.548663355,4689172.32076089
215,broiler_1,chicken,Fulton,0,407626.257583542,4650680.34517734
2150,broiler_1,chicken,Blair,0,405367.961083807,4636051.48550734
2151,broiler_2,chicken,Lancaster,1,425930.872637494,4690878.69969838
2152,conventional,duck,Lancaster,1,453306.068232719,4689927.63168549
2153,organic,duck,Lancaster,0,449938.189775781,4687298.33977013
2154,broiler_1,chicken,Blair,0,403521.705795284,4659349.90842294
2155,conventional,duck,Fulton,0,422775.204884227,4624190.60213399
2156,broiler_1,chicken,Blair,0,404144.383404814,4634930.29515745
2157,conventional,duck,Allegheny,0,456260.639631719,4666886.83536252
2158,conventional,duck,Allegheny,0,435925.648256151,4639686.05845605
2159,conventional,duck,Lancaster,0,449305.674289216,4687622.13707735
216,conventional,duck,Fulton,1,414673.220332666,4660374.62446185
2160,organic,duck,Lancaster,0,429834.048878779,4690428.54557208
2161,conventional,duck,Fulton,0,437146.717745142,4634033.50145359
2162,conventional,duck,Susquehanna,1,445880.198148327,4635979.19482783
2163,conventional,duck,Blair,0,402201.697734984,4646270.78487444
2164,conventional,duck,Fulton,0,427057.319414115,4628476.60102983
2165,broiler_1,chicken,Susquehanna,0,447771.976326282,4637375.94236724
2166,organic,duck,Allegheny,1,456596.970301707,4682825.84044682
2167,conventional,duck,Lancaster,0,429880.775518759,4683544.47114731
2168,conventional,duck,Allegheny,0,449748.145889687,4662196.74505788
2169,broiler_2,chicken,Fulton,0,418581.009949023,4633007.42543099
217,conventional,duck,Fulton,0,438961.472852866,4669953.69737707
2170,conventional,duck,Lancaster,0,403071.773492562,4685531.89956059
2171,broiler_2,chicken,Allegheny,0,462758.814134438,4671296.14627406
2172,broiler_2,chicken,Allegheny,0,447293.905472569,4657014.15869627
2173,conventional,duck,Indiana,1,454272.045811353,4693992.19491081
2174,broiler_1,chicken,Allegheny,0,464356.18401316,4679272.46669792
2175,conventional,duck,Fulton,0,414136.529379559,4639738.35899148
2176,conventional,duck,Lancaster,0,421455.025930804,4686746.70929844
2177,conventional,duck,Blair,0,405423.350882302,4676840.77393413
2178,broiler_2,chicken,Allegheny,0,460821.21999422,4675122.11058638
2179,broiler_2,chicken,Fulton,0,428013.991755417,4634232.05818686
218,broiler_1,chicken,Fulton,1,413973.989089755,4659744.0429443
2180,broiler_1,chicken,Blair,0,406087.784453957,4678689.47878711
2181,broiler_2,chicken,Blair,0,404294.873576009,4635544.06558819
2182,conventional,duck,Blair,1,399841.729372263,4639010.19240354
2183,broiler_2,chicken,Blair,0,403762.728949405,4645922.349651
2184,conventional,duck,Lancaster,0,427455.933557951,4681704.00895501
2185,broiler_2,chicken,Blair,0,407874.143054235,4640857.51229862
2186,layer,chicken,Fulton,0,411800.143938981,4625212.45425692
2187,conventional,duck,Lancaster,0,418774.580338328,4685339.12745618
2188,broiler_2,chicken,Indiana,0,456196.363880637,4693102.71700421
2189,broiler_2,chicken,Fulton,0,422380.455083867,4630936.02922538
219,organic,duck,Fulton,0,424719.865163777,4680028.30340435
2190,broiler_1,chicken,Fulton,0,434545.978154366,4631464.78847315
2191,conventional,duck,Lancaster,0,433295.403998136,4682884.38893236
2192,conventional,duck,Fulton,0,410027.86245379,4633051.33213148
2193,broiler_1,chicken,Susquehanna,0,447257.614025997,4634164.64713939
2194,conventional,duck,Blair,0,407084.972604934,4678886.65390235
2195,broiler_2,chicken,Lancaster,1,439941.545499568,4688744.71004632
2196,conventional,duck,Blair,1,409227.568981273,4641022.48207466
2197,conventional,duck,Allegheny,0,457595.695819332,4677258.0172634
2198,conventional,duck,Allegheny,1,459055.281460396,4664826.47123757
2199,broiler_1,chicken,Lancaster,1,424218.903520248,4691742.27888769
22,broiler_2,chicken,Fulton,0,411900.183819297,4652313.44899673
220,conventional,duck,Fulton,0,415003.348368399,4654378.80342674
2200,broiler_2,chicken,Lancaster,0,423373.036212287,4688813.50247842
2201,broiler_2,chicken,Fulton,1,408481.920413783,4627700.53263709
2202,broiler_1,chicken,Fulton,0,432103.929432593,4634330.84716169
2203,conventional,duck,Blair,0,399284.348063037,4677989.58135535
2204,broiler_2,chicken,Fulton,0,423106.168017851,4623978.92198061
2205,conventional,duck,Cumberland,0,415410.380569152,4543026.43044535
2206,broiler_2,chicken,Berks,0,422940.912562104,4526998.83494934
2207,conventional,duck,Mifflin,0,413540.99788824,4512473.27171846
2208,organic,duck,Berks,0,412872.679308443,4534823.09214555
2209,broiler_2,chicken,Berks,0,424818.23551343,4522589.98986199
221,broiler_2,chicken,Fulton,0,420723.632245731,4642934.408828
2210,conventional,duck,Berks,0,445043.384540383,4530578.49168724
2211,conventional,duck,Cumberland,0,410328.986533775,4530784.23873394
2212,broiler_2,chicken,Berks,0,445771.870633816,4524698.93973182
2213,broiler_2,chicken,Cumberland,1,410063.259986392,4529097.83918094
2214,broiler_1,chicken,Cumberland,1,419356.83873475,4555993.71283064
2215,broiler_1,chicken,Berks,1,429014.305827352,4546501.60982206
2216,broiler_1,chicken,Berks,0,430882.605465002,4524566.34591852
2217,broiler_2,chicken,Berks,1,439947.286092525,4531654.92889373
2218,organic,duck,Berks,0,443157.970249387,4515757.24414526
2219,broiler_1,chicken,Cumberland,0,410000.773750919,4544626.13269419
222,conventional,duck,Fulton,0,419153.621277352,4674351.71385248
2220,organic,duck,Berks,0,444068.23105474,4527754.87235909
2221,conventional,duck,Susquehanna,0,430579.0755683,4553352.8324163
2222,broiler_1,chicken,Mifflin,0,414052.871317791,4511294.89044538
2223,broiler_1,chicken,Berks,1,420408.49394905,4549630.85106237
2224,organic,duck,Susquehanna,0,428901.711587496,4555143.46352502
2225,broiler_2,chicken,Cumberland,0,415750.784416081,4550042.80183538
2226,conventional,duck,Berks,0,433191.578290093,4545315.4644237
2227,broiler_2,chicken,Berks,0,415361.569516404,4533012.22077309
2228,organic,duck,Berks,0,445165.956865259,4526366.34503671
2229,conventional,duck,Cumberland,0,408528.412330857,4528754.87874187
223,broiler_2,chicken,Fulton,1,434446.879328431,4652125.80207952
2230,broiler_2,chicken,Cumberland,0,419722.495938632,4540994.12896062
2231,broiler_2,chicken,Berks,0,443449.113002115,4515998.81197972
2232,conventional,duck,Cumberland,0,407233.248595614,4547291.8771942
2233,layer,chicken,Mifflin,0,416233.55178382,4512570.42582599
2234,organic,duck,Berks,0,429525.282052938,4542934.99293098
2235,conventional,duck,Cumberland,0,410899.033646949,4527606.65025334
2236,broiler_2,chicken,Mifflin,1,423724.1575811,4515835.16804196
2237,broiler_2,chicken,Susquehanna,0,431066.393777749,4554263.15688763
2238,organic,duck,Berks,0,437498.057508583,4529614.80118726
2239,broiler_2,chicken,Mifflin,0,419030.474193353,4516078.9487271
224,broiler_1,chicken,Fulton,0,416419.465986624,4654752.08017745
2240,broiler_2,chicken,Cumberland,0,424024.332801945,4537334.15191504
2241,broiler_2,chicken,Berks,0,435916.546804564,4522272.28002661
2242,conventional,duck,Berks,0,446633.119714071,4523707.94929213
2243,conventional,duck,Berks,1,442845.11515946,4530667.42318795
2244,broiler_2,chicken,Berks,0,432627.663540152,4552944.40645208
2245,conventional,duck,Berks,0,430474.805724949,4520953.80678878
2246,conventional,duck,Cumberland,0,422459.898783163,4535072.68530156
2247,broiler_2,chicken,Berks,1,429300.398238481,4534134.31616261
2248,organic,duck,Berks,0,434816.971369312,4541163.05295111
2249,broiler_2,chicken,Cumberland,0,403364.532439083,4528675.91731333
225,layer,chicken,Fulton,0,433151.109345252,4644618.78416171
2250,broiler_2,chicken,Berks,0,437679.91434717,4523620.19974248
2251,conventional,duck,Susquehanna,1,427939.534897011,4553740.9323231
2252,broiler_2,chicken,Cumberland,0,413714.658972286,4552505.64120366
2253,conventional,duck,Cumberland,0,422046.188938402,4557136.06581003
2254,broiler_2,chicken,Berks,0,417010.255048592,4529742.29096981
2255,broiler_1,chicken,Berks,0,419138.101339444,4529175.71047949
2256,broiler_2,chicken,Cumberland,0,419600.027876519,4539991.93077658
2257,conventional,duck,Berks,1,430114.946716794,4546969.91921732
2258,broiler_2,chicken,Berks,0,445160.707325165,4519412.88055448
2259,conventional,duck,Berks,0,428059.409487714,4527665.48147835
226,broiler_2,chicken,Fulton,0,418097.699791796,4669728.00932042
2260,broiler_2,chicken,Cumberland,0,420541.797698445,4547841.17916419
2261,broiler_2,chicken,Berks,0,441565.171517078,4526431.04650681
2262,broiler_1,chicken,Berks,0,425771.322340787,4526708.40866094
2263,organic,duck,Berks,0,429295.623581472,4540314.46112114
2264,broiler_2,chicken,Cumberland,0,416109.071568456,4542671.74947327
2265,conventional,duck,Cumberland,1,408214.219415232,4533243.54401386
2266,conventional,duck,Berks,0,432845.349542835,4525748.72886613
2267,conventional,duck,Berks,1,433169.431843668,4550154.1026466
2268,broiler_2,chicken,Berks,0,438617.541974408,4544813.34749378
2269,conventional,duck,Cumberland,1,411918.151578991,4528569.58715277
227,broiler_2,chicken,Fulton,0,435020.780060217,4646920.47224638
2270,conventional,duck,Berks,1,426900.092949839,4532651.98614408
2271,organic,duck,Berks,0,450169.696257086,4522581.17731392
2272,conventional,duck,Cumberland,0,404978.26742277,4537455.04290758
2273,conventional,duck,Mifflin,0,412090.061941612,4521411.09928342
2274,broiler_2,chicken,Berks,0,445029.536078801,4527870.90989237
2275,broiler_2,chicken,Berks,0,442639.663391681,4513634.58912697
2276,layer,chicken,Berks,1,434625.721687751,4514189.68675938
2277,conventional,duck,Cumberland,1,407738.693525038,4541644.7653161
2278,conventional,duck,Mifflin,0,416305.32259267,4523335.41455508
2279,broiler_2,chicken,Cumberland,0,419754.10424777,4535596.41793379
228,broiler_2,chicken,Fulton,1,428488.057607136,4643433.66297159
2280,broiler_2,chicken,Berks,0,426567.910606358,4523397.52779186
2281,broiler_2,chicken,Berks,1,425717.621653665,4517076.67918177
2282,organic,duck,Berks,0,433026.305463209,4531845.23475853
2283,broiler_2,chicken,Berks,0,439767.612469184,4525782.81844445
2284,broiler_2,chicken,Berks,1,441884.800633249,4515937.73467449
2285,broiler_1,chicken,Berks,1,433673.724477697,4534137.98822299
2286,broiler_2,chicken,Berks,0,445916.027827891,4524695.82733923
2287,broiler_2,chicken,Berks,0,441659.256374218,4520796.07776923
2288,conventional,duck,Mifflin,1,418195.99068089,4519751.71730294
2289,conventional,duck,Cumberland,0,417397.904226307,4558881.65233474
229,broiler_2,chicken,Fulton,0,425621.637761395,4660211.69094665
2290,layer,chicken,Susquehanna,1,424724.952681655,4560244.64026612
2291,conventional,duck,Berks,0,437542.120467592,4510543.48900788
2292,conventional,duck,Berks,1,435862.645681679,4546401.57711968
2293,broiler_2,chicken,Mifflin,1,421289.481261814,4519160.39337252
2294,organic,duck,Susquehanna,0,428504.075844112,4561770.84137216
2295,conventional,duck,Cumberland,0,417641.159840742,4553299.27513305
2296,broiler_2,chicken,Berks,0,413677.53844091,4533893.44618302
2297,broiler_2,chicken,Cumberland,0,411161.361846052,4540002.87734609
2298,broiler_2,chicken,Mifflin,1,419369.973554939,4517032.55721589
2299,conventional,duck,Berks,0,424517.50390015,4534781.08504485
23,conventional,duck,Fulton,0,417303.246865776,4644410.3909442
230,conventional,duck,Fulton,0,432124.722608647,4674513.80497757
2300,organic,duck,Berks,0,432110.710840317,4524204.01294835
2301,broiler_1,chicken,Berks,0,437116.151378032,4531044.2612374
2302,broiler_2,chicken,Mifflin,0,426250.93279737,4512535.38719955
